For Period: from 02/02/2017 to 02/02/2017
Active and Inactive Subscriptions counted
Region	State	Library	AccountId	SalesRep	Subscription Start Date	Subscription End Date	Subscription Status	System Name
North America	Massachusetts	Winchester Public Library		ngilbert	10/01/2016	09/30/2017	Inactive	
North America	Connecticut	Windsor Locks Public Library	7109360	jlevy	05/01/2016	04/30/2017	Inactive	SVOD - A, IF, Q, Broadway, TGCNC; Unlimited; No others.
North America	Ontario	Windsor Public Library	7098666	rseifert	01/01/2017	12/31/2017	Inactive	
North America	Illinois	Winfield Public Library	1728110	mhaddadnull	06/01/2016	05/31/2017	Inactive	
North America	Illinois	Winnebago Public Library	7055558	mhaddadnull	07/01/2016	06/30/2017	Inactive	
North America	Illinois	Winnetka Northfield Library District	7035577	mhaddadnull	04/01/2016	03/31/2017	Inactive	
North America	Manitoba	Winnipeg Public Library	7083298	Messersmith	01/01/2017	12/31/2017	Inactive	
North America	Minnesota	Winona Public Library		PaulGillespie	04/01/2016	03/31/2017	Inactive	
North America	Florida	Winter Haven Public Library		bgilbert	08/01/2016	07/31/2017	Inactive	
Europe, UK	England	Wokingham Libraries	10000250		01/10/2014	01/31/2018	Inactive	
North America	Alberta	Wood Buffalo Regional Library	7081646	Messersmith	11/01/2016	10/31/2017	Inactive	
North America	Illinois	Woodridge Public Library		mhaddadnull	01/01/2017	12/31/2017	Inactive	
North America	Ontario	Woodstock Public Library		rseifert	07/01/2016	06/30/2017	Inactive	
Australia	New South Wales	Woollahra Library and Information Service			07/02/2013	07/31/2019	Active	
Europe, UK	England	worcestershire			03/01/2015	02/28/2019	Inactive	
Australia	Victoria	Wyndham City Libraries			07/01/2015	06/30/2020	Active	
North America	Wyoming	Wyoming State Library	1743407	hyena	04/01/2013	03/31/2017	Inactive	
North America	Virginia	Wythe-Grayson Regional Library	7052500	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
Australia	Victoria	Yarra Libraries	10000504		11/01/2014	10/31/2019	Active	
Australia	Victoria	Yarra Plenty Regional Library			10/01/2014	09/30/2019	Active	
North America	Alberta	Yellowhead Regional Library	7040862	Messersmith	11/01/2016	10/31/2017	Inactive	Alberta Municipal Affairs
Europe, Europe without UK	Helsinki	Yle Arkisto		ballan1	02/01/2017	01/31/2018	Inactive	
Europe, UK	England	York			11/17/2015	05/31/2018	Inactive	
North America	Virginia	York County Public Library	1722634	swilliams1	10/01/2016	09/30/2017	Inactive	Library of Virginia/Lyrasis-7051842
North America	South Carolina	York County Public Library	1717481	swilliams1	07/01/2016	06/30/2017	Inactive	
North America	Ontario	York-Simcoe Library Consortium	7100339	rseifert	01/01/2017	12/31/2017	Inactive	
North America	Illinois	Zion-Benton Public Library	7062068	mhaddadnull	12/01/2016	11/30/2017	Inactive	
North America	Ohio	Z__CLCOH__INACTIVE		Messersmith	01/01/2017	12/31/2017	Inactive	Central Library Consortium
